zone,code
Bolivia-Rural,5913857
Bolivia-Rural,5913886
Bolivia-Rural,5913887
Bolivia-Rural,5913891
Bolivia-Rural,5913892
Bolivia-Rural,5913895
Bolivia-Rural,5913896
Bolivia-Rural,59139234
Bolivia-Rural,59139235
Bolivia-Rural,59139236
Bolivia-Rural,59139237
Bolivia-Rural,59139238
Bolivia-Rural,59139239
Bolivia-Rural,59139243
Bolivia-Rural,59139248
Bolivia-Rural,59139249
Bolivia-Rural,5913925
Bolivia-Rural,59139266
Bolivia-Rural,59139267
Bolivia-Rural,59139268
Bolivia-Rural,59139269
Bolivia-Rural,5913927
Bolivia-Rural,59139280
Bolivia-Rural,59139281
Bolivia-Rural,59139282
Bolivia-Rural,59139283
Bolivia-Rural,59139284
Bolivia-Rural,59139285
Bolivia-Rural,5913929
Bolivia-Rural,59139306
Bolivia-Rural,59139307
Bolivia-Rural,59139308
Bolivia-Rural,59139309
Bolivia-Rural,5913931
Bolivia-Rural,5913932
Bolivia-Rural,59139330
Bolivia-Rural,59139331
Bolivia-Rural,59139332
Bolivia-Rural,59139333
Bolivia-Rural,59139334
Bolivia-Rural,5913934
Bolivia-Rural,5913935
Bolivia-Rural,5913936
Bolivia-Rural,5913937
Bolivia-Rural,5913940
Bolivia-Rural,5913942
Bolivia-Rural,5913944
Bolivia-Rural,5913946
Bolivia-Rural,5913947
Bolivia-Rural,5913948
Bolivia-Rural,5913950
Bolivia-Rural,5913952
Bolivia-Rural,5913953
Bolivia-Rural,5913954
Bolivia-Rural,5913961
Bolivia-Rural,59139624
Bolivia-Rural,59139625
Bolivia-Rural,59139626
Bolivia-Rural,59139627
Bolivia-Rural,59139628
Bolivia-Rural,59139629
Bolivia-Rural,5913963
Bolivia-Rural,5913964
Bolivia-Rural,5913965
Bolivia-Rural,59139660
Bolivia-Rural,591396677
Bolivia-Rural,591396678
Bolivia-Rural,591396679
Bolivia-Rural,59139668
Bolivia-Rural,591396690
Bolivia-Rural,591396691
Bolivia-Rural,591396692
Bolivia-Rural,591396693
Bolivia-Rural,591396694
Bolivia-Rural,591396695
Bolivia-Rural,5913967
Bolivia-Rural,5913968
Bolivia-Rural,59139722
Bolivia-Rural,59139730
Bolivia-Rural,59139731
Bolivia-Rural,59139732
Bolivia-Rural,59139733
Bolivia-Rural,59139734
Bolivia-Rural,59139735
Bolivia-Rural,5913974
Bolivia-Rural,5913975
Bolivia-Rural,5913976
Bolivia-Rural,5913977
Bolivia-Rural,59139782
Bolivia-Rural,59139783
Bolivia-Rural,59139784
Bolivia-Rural,59139785
Bolivia-Rural,59139786
Bolivia-Rural,59139787
Bolivia-Rural,59139788
Bolivia-Rural,59139789
Bolivia-Rural,59139790
Bolivia-Rural,59139792
Bolivia-Rural,59139795
Bolivia-Rural,59139802
Bolivia-Rural,5913981
Bolivia-Rural,5913982
Bolivia-Rural,59139831
Bolivia-Rural,59139840
Bolivia-Rural,59139850
Bolivia-Rural,5913988
Bolivia-Rural,5913989
Bolivia-Rural,5914413
Bolivia-Rural,59144133
Bolivia-Rural,59144134
Bolivia-Rural,59144135
Bolivia-Rural,59144136
Bolivia-Rural,59144137
Bolivia-Rural,59144138
Bolivia-Rural,59144139
Bolivia-Rural,5914430
Bolivia-Rural,5914431
Bolivia-Rural,5914432
Bolivia-Rural,5914433
Bolivia-Rural,5914434
Bolivia-Rural,5914438
Bolivia-Rural,5914457
Bolivia-Rural,5914477
Bolivia-Rural,5914478
Bolivia-Rural,591448
Bolivia-Rural,59144825
Bolivia-Rural,59144826
Bolivia-Rural,59144827
Bolivia-Rural,59144828
Bolivia-Rural,59144829
Bolivia-Rural,591449
Bolivia-Rural,59144902
Bolivia-Rural,59144910
Bolivia-Rural,59144911
Bolivia-Rural,59144912
Bolivia-Rural,59144913
Bolivia-Rural,59144914
Bolivia-Rural,59144920
Bolivia-Rural,59144921
Bolivia-Rural,59144931
Bolivia-Rural,5914494
Bolivia-Rural,5914496
Bolivia-Rural,5914497
Bolivia-Rural,5914498
Bolivia-Rural,5914499
Bolivia-Rural,59146132
Bolivia-Rural,59146133
Bolivia-Rural,59146134
Bolivia-Rural,59146135
Bolivia-Rural,59146136
Bolivia-Rural,59146137
Bolivia-Rural,59146138
Bolivia-Rural,59146139
Bolivia-Rural,59146193
Bolivia-Rural,59146194
Bolivia-Rural,59146195
Bolivia-Rural,5914628
Bolivia-Rural,5914629
Bolivia-Rural,5914630
Bolivia-Rural,59146315
Bolivia-Rural,59146316
Bolivia-Rural,59146317
Bolivia-Rural,59146318
Bolivia-Rural,59146319
Bolivia-Rural,5914632
Bolivia-Rural,5914633
Bolivia-Rural,5914634
Bolivia-Rural,5914635
Bolivia-Rural,5914639
Bolivia-Rural,5914647
Bolivia-Rural,5914649
Bolivia-Rural,5914650
Bolivia-Rural,59146515
Bolivia-Rural,59146516
Bolivia-Rural,59146517
Bolivia-Rural,59146518
Bolivia-Rural,59146519
Bolivia-Rural,5914652
Bolivia-Rural,5914653
Bolivia-Rural,5914654
Bolivia-Rural,5914655
Bolivia-Rural,5914659
Bolivia-Rural,5914672
Bolivia-Rural,5914677
Bolivia-Rural,5914680
Bolivia-Rural,5914681
Bolivia-Rural,5914682
Bolivia-Rural,5914683
Bolivia-Rural,5914684
Bolivia-Rural,5914685
Bolivia-Rural,5914686
Bolivia-Rural,5914687
Bolivia-Rural,59146932
Bolivia-Rural,59146933
Bolivia-Rural,59146934
Bolivia-Rural,59146935
Bolivia-Rural,59146936
Bolivia-Rural,59146937
Bolivia-Rural,59146938
Bolivia-Rural,59146939
Bolivia-Rural,59146961
Bolivia-Rural,59146962
Bolivia-Rural,59146963
Bolivia-Rural,59146964
Bolivia-Rural,59146965
Bolivia-Rural,59146966
Bolivia-Rural,59146967
Bolivia-Rural,59146968
Bolivia-Rural,59146969
Bolivia-Rural,5914697
Bolivia-Rural,5914699
Bolivia-Santa cruz,59133
Bosnia & Herzegovina,387
Bosnia & Herzegovina (BH Telecom),38730
Bosnia & Herzegovina (BH Telecom),38732
Bosnia & Herzegovina (BH Telecom),38733
Bosnia & Herzegovina (BH Telecom),38735
Bosnia & Herzegovina (BH Telecom),387360
Bosnia & Herzegovina (BH Telecom),387361
Bosnia & Herzegovina (BH Telecom),387362
Bosnia & Herzegovina (BH Telecom),387365
Bosnia & Herzegovina (BH Telecom),387367
Bosnia & Herzegovina (BH Telecom),387369
Bosnia & Herzegovina (BH Telecom),38737
Bosnia & Herzegovina (BH Telecom),38738
Bosnia & Herzegovina (BH Telecom),3874
Bosnia & Herzegovina (BH Telecom),38760
Bosnia & Herzegovina (BH Telecom),38764
Bosnia & Herzegovina (BH Telecom),38766
Bosnia & Herzegovina (BH Telecom),38767
Bosnia & Herzegovina (BH Telecom),38768
Bosnia & Herzegovina (BH Telecom),38769
Bosnia & Herzegovina (BH Telecom),38770
Bosnia & Herzegovina (BH Telecom),38771
Bosnia & Herzegovina (BH Telecom),38772
Bosnia & Herzegovina (BH Telecom),38773
Bosnia & Herzegovina (BH Telecom),38774
Bosnia & Herzegovina (BH Telecom),38775
Bosnia & Herzegovina (BH Telecom),38776
Bosnia & Herzegovina (BH Telecom),38777
Bosnia & Herzegovina (BH Telecom),387797
Bosnia & Herzegovina (BH Telecom),387798
Bosnia & Herzegovina (BH Telecom),38789
Bosnia & Herzegovina (BH Telecom),38790
Bosnia & Herzegovina (BH Telecom),38799
Bosnia & Herzegovina (HT Mostar),3873049
Bosnia & Herzegovina (HT Mostar),3873064
Bosnia & Herzegovina (HT Mostar),3873065
Bosnia & Herzegovina (HT Mostar),3873070
Bosnia & Herzegovina (HT Mostar),3873071
Bosnia & Herzegovina (HT Mostar),3873073
Bosnia & Herzegovina (HT Mostar),3873074
Bosnia & Herzegovina (HT Mostar),3873079
Bosnia & Herzegovina (HT Mostar),3873080
Bosnia & Herzegovina (HT Mostar),3873087
Bosnia & Herzegovina (HT Mostar),38731
Bosnia & Herzegovina (HT Mostar),3873288
Bosnia & Herzegovina (HT Mostar),3873289
Bosnia & Herzegovina (HT Mostar),38734
Bosnia & Herzegovina (HT Mostar),387363
Bosnia & Herzegovina (HT Mostar),387364
Bosnia & Herzegovina (HT Mostar),387366
Bosnia & Herzegovina (HT Mostar),3873677
Bosnia & Herzegovina (HT Mostar),3873678
Bosnia & Herzegovina (HT Mostar),387368
Bosnia & Herzegovina (HT Mostar),38739
Bosnia & Herzegovina (HT Mostar),387497
Bosnia & Herzegovina (HT Mostar),38780
Bosnia & Herzegovina (HT Mostar),38785
Bosnia & Herzegovina (HT Mostar),38786
Bosnia & Herzegovina (HT Mostar),38787
Bosnia & Herzegovina (HT Mostar),38788
Bosnia & Herzegovina (Mostar),387304
Bosnia & Herzegovina (Telekom Srpske),387492
Bosnia & Herzegovina (Telekom Srpske),387493
Bosnia & Herzegovina (Telekom Srpske),387494
Bosnia & Herzegovina (Telekom Srpske),3875
Bosnia & Herzegovina-Mobile (BH Telecom),38761
Bosnia & Herzegovina-Mobile (BH Telecom),38762
Bosnia & Herzegovina-Mobile (HT Mostar),38763
Bosnia & Herzegovina-Mobile (Special Services),3876
Bosnia & Herzegovina-Mobile (Telekom Srpske),38765
Botswana,267
Botswana-Mobile,2677
Botswana-Mobile (Mascom),26771
Botswana-Mobile (Mascom),267740
Botswana-Mobile (Mascom),267741
Botswana-Mobile (Mascom),267742
Botswana-Mobile (Mascom),267745
Botswana-Mobile (Mascom),267746
Botswana-Mobile (Mascom),267747
Botswana-Mobile (Mascom),267754
Botswana-Mobile (Mascom),267755
Botswana-Mobile (Mascom),267756
Botswana-Mobile (Mascom),267759
Botswana-Mobile (Mascom),267760
Botswana-Mobile (Mascom),267761
Botswana-Mobile (Mascom),267762
Botswana-Mobile (Mascom),267766
Botswana-Mobile (Mascom),267767
Botswana-Mobile (Mascom),267770
Botswana-Mobile (Mascom),267771
Botswana-Mobile (Orange),26772
Botswana-Mobile (Orange),267743
Botswana-Mobile (Orange),267744
Botswana-Mobile (Orange),267748
Botswana-Mobile (Orange),267750
Botswana-Mobile (Orange),267751
Botswana-Mobile (Orange),267752
Botswana-Mobile (Orange),267753
Botswana-Mobile (Orange),267757
Botswana-Mobile (Orange),267763
Botswana-Mobile (Orange),267764
Botswana-Mobile (Orange),267765
Botswana-Mobile (Orange),267769
Botswana-Mobile (Orange),267774
Botswana-Mobile (Orange),267775
Botswana-Mobile (Orange),2677920
Brazil,55
Brazil-Belo Horizonte,5531
Brazil-Cities,5519
Brazil-Cities,5527
Brazil-Cities,5541
Brazil-Cities,5548
Brazil-Cities,5551
Brazil-Cities,5561
Brazil-Cities,5562
Brazil-Cities,5571
Brazil-Cities,5581
Brazil-Cities,5585
Brazil-Cities,5591
Brazil-Cities,5592
Brazil-Governador Valadares,5533
Brazil-Mobile,55117
Brazil-Mobile,55119
Brazil-Mobile,55127
Brazil-Mobile,55129
Brazil-Mobile,55137
Brazil-Mobile,55139
Brazil-Mobile,55147
Brazil-Mobile,55149
Brazil-Mobile,55157
Brazil-Mobile,55159
Brazil-Mobile,55167
Brazil-Mobile,55169
Brazil-Mobile,55177
Brazil-Mobile,55179
Brazil-Mobile,55189
Brazil-Mobile,55197
Brazil-Mobile,55199
Brazil-Mobile,55217
Brazil-Mobile,55219
Brazil-Mobile,55227
Brazil-Mobile,55229
Brazil-Mobile,55247
Brazil-Mobile,55249
Brazil-Mobile,55277
Brazil-Mobile,55279
Brazil-Mobile,55289
Brazil-Mobile,55317
Brazil-Mobile,55319
Brazil-Mobile,55329
Brazil-Mobile,55339
Brazil-Mobile,55347
Brazil-Mobile,55349
Brazil-Mobile,55359
Brazil-Mobile,55377
Brazil-Mobile,55379
Brazil-Mobile,55389
Brazil-Mobile,55416
Brazil-Mobile,55417
Brazil-Mobile,55418
Brazil-Mobile,55419
Brazil-Mobile,55427
Brazil-Mobile,55428
Brazil-Mobile,55429
Brazil-Mobile,55437
Brazil-Mobile,55438
Brazil-Mobile,55439
Brazil-Mobile,55447
Brazil-Mobile,55448
Brazil-Mobile,55449
Brazil-Mobile,55457
Brazil-Mobile,55458
Brazil-Mobile,55459
Brazil-Mobile,55467
Brazil-Mobile,55468
Brazil-Mobile,55469
Brazil-Mobile,55477
Brazil-Mobile,55478
Brazil-Mobile,55479
Brazil-Mobile,55487
Brazil-Mobile,55488
Brazil-Mobile,55489
Brazil-Mobile,55497
Brazil-Mobile,55498
Brazil-Mobile,55499
Brazil-Mobile,55516
Brazil-Mobile,55517
Brazil-Mobile,55518
Brazil-Mobile,55519
Brazil-Mobile,55537
Brazil-Mobile,55538
Brazil-Mobile,55539
Brazil-Mobile,55547
Brazil-Mobile,55548
Brazil-Mobile,55549
Brazil-Mobile,55557
Brazil-Mobile,55558
Brazil-Mobile,55559
Brazil-Mobile,55616
Brazil-Mobile,55617
Brazil-Mobile,55618
Brazil-Mobile,55619
Brazil-Mobile,55627
Brazil-Mobile,55628
Brazil-Mobile,55629
Brazil-Mobile,55637
Brazil-Mobile,55638
Brazil-Mobile,55639
Brazil-Mobile,55647
Brazil-Mobile,55648
Brazil-Mobile,55649
Brazil-Mobile,55656
Brazil-Mobile,55657
Brazil-Mobile,55658
Brazil-Mobile,55659
Brazil-Mobile,55667
Brazil-Mobile,55668
Brazil-Mobile,55669
Brazil-Mobile,55677
Brazil-Mobile,55678
Brazil-Mobile,55679
Brazil-Mobile,55687
Brazil-Mobile,55688
Brazil-Mobile,55689
Brazil-Mobile,55697
Brazil-Mobile,55698
Brazil-Mobile,55699
Brazil-Mobile,55717
Brazil-Mobile,55719
Brazil-Mobile,55737
Brazil-Mobile,55739
Brazil-Mobile,55749
Brazil-Mobile,55757
Brazil-Mobile,55759
Brazil-Mobile,55779
Brazil-Mobile,55799
Brazil-Mobile,55817
Brazil-Mobile,55819
Brazil-Mobile,55829
Brazil-Mobile,55839
Brazil-Mobile,55849
Brazil-Mobile,55857
Brazil-Mobile,55859
Brazil-Mobile,55869
Brazil-Mobile,55879
Brazil-Mobile,55889
Brazil-Mobile,55899
Brazil-Mobile,55919
Brazil-Mobile,55929
Brazil-Mobile,55939
Brazil-Mobile,55949
Brazil-Mobile,55959
Brazil-Mobile,55969
Brazil-Mobile,55979
Brazil-Mobile,55989
Brazil-Mobile,55999
Brazil-Mobile (Claro),55119404
Brazil-Mobile (Claro),55119405
Brazil-Mobile (Claro),55119406
Brazil-Mobile (Claro),5511945
Brazil-Mobile (Claro),551196168
Brazil-Mobile (Claro),551196169
Brazil-Mobile (Claro),55119617
Brazil-Mobile (Claro),551196180
Brazil-Mobile (Claro),551196181
Brazil-Mobile (Claro),55119630
Brazil-Mobile (Claro),55119631
Brazil-Mobile (Claro),55119632
Brazil-Mobile (Claro),55119633
Brazil-Mobile (Claro),55119657
Brazil-Mobile (Claro),55119658
Brazil-Mobile (Claro),55119659
Brazil-Mobile (Claro),55119660
Brazil-Mobile (Claro),55119661
Brazil-Mobile (Claro),55119662
Brazil-Mobile (Claro),55119663
Brazil-Mobile (Claro),55119664
Brazil-Mobile (Claro),551196650
Brazil-Mobile (Claro),551196914
Brazil-Mobile (Claro),551196915
Brazil-Mobile (Claro),551196916
Brazil-Mobile (Claro),551196917
Brazil-Mobile (Claro),551196918
Brazil-Mobile (Claro),551196919
Brazil-Mobile (Claro),55119692
Brazil-Mobile (Claro),551196930
Brazil-Mobile (Claro),551196931
Brazil-Mobile (Claro),551197052
Brazil-Mobile (Claro),551197053
Brazil-Mobile (Claro),551197054
Brazil-Mobile (Claro),551197055
Brazil-Mobile (Claro),551197056
Brazil-Mobile (Claro),551197057
Brazil-Mobile (Claro),551197058
Brazil-Mobile (Claro),551197059
Brazil-Mobile (Claro),55119706
Brazil-Mobile (Claro),55119707
Brazil-Mobile (Claro),551197080
Brazil-Mobile (Claro),551197081
Brazil-Mobile (Claro),551197082
Brazil-Mobile (Claro),551197083
Brazil-Mobile (Claro),551197084
Brazil-Mobile (Claro),551197085
Brazil-Mobile (Claro),551197086
Brazil-Mobile (Claro),5511976
Brazil-Mobile (Claro),551197968
Brazil-Mobile (Claro),551197969
Brazil-Mobile (Claro),551197970
Brazil-Mobile (Claro),5511988
Brazil-Mobile (Claro),5511989
Brazil-Mobile (Claro),5511991
Brazil-Mobile (Claro),5511992
Brazil-Mobile (Claro),5511993
Brazil-Mobile (Claro),5511994
Brazil-Mobile (Claro),5512991
Brazil-Mobile (Claro),5512992
Brazil-Mobile (Claro),5513991
Brazil-Mobile (Claro),5513992
Brazil-Mobile (Claro),5514991
Brazil-Mobile (Claro),5515991
Brazil-Mobile (Claro),551599201
Brazil-Mobile (Claro),5516991
Brazil-Mobile (Claro),5516992
Brazil-Mobile (Claro),5516993
Brazil-Mobile (Claro),5516994
Brazil-Mobile (Claro),5517991
Brazil-Mobile (Claro),5517992
Brazil-Mobile (Claro),5518991
Brazil-Mobile (Claro),551899200
Brazil-Mobile (Claro),5519986
Brazil-Mobile (Claro),5519989
Brazil-Mobile (Claro),5519991
Brazil-Mobile (Claro),5519992
Brazil-Mobile (Claro),5519993
Brazil-Mobile (Claro),5519994
Brazil-Mobile (Claro),5519995
Brazil-Mobile (Claro),552192016
Brazil-Mobile (Claro),552192021
Brazil-Mobile (Claro),552192118
Brazil-Mobile (Claro),5521966
Brazil-Mobile (Claro),5521968
Brazil-Mobile (Claro),5521973
Brazil-Mobile (Claro),5521974
Brazil-Mobile (Claro),5521975
Brazil-Mobile (Claro),5521976
Brazil-Mobile (Claro),55219900
Brazil-Mobile (Claro),55219901
Brazil-Mobile (Claro),55219902
Brazil-Mobile (Claro),55219903
Brazil-Mobile (Claro),552199040
Brazil-Mobile (Claro),552199041
Brazil-Mobile (Claro),552199042
Brazil-Mobile (Claro),552199043
Brazil-Mobile (Claro),552199044
Brazil-Mobile (Claro),5521991
Brazil-Mobile (Claro),5521992
Brazil-Mobile (Claro),5521993
Brazil-Mobile (Claro),5521994
Brazil-Mobile (Claro),55229910
Brazil-Mobile (Claro),5522992
Brazil-Mobile (Claro),5524992
Brazil-Mobile (Claro),55249930
Brazil-Mobile (Claro),55249931
Brazil-Mobile (Claro),55249932
Brazil-Mobile (Claro),55249933
Brazil-Mobile (Claro),552499395
Brazil-Mobile (Claro),5527992
Brazil-Mobile (Claro),552799309
Brazil-Mobile (Claro),55279931
Brazil-Mobile (Claro),552899210
Brazil-Mobile (Claro),552899222
Brazil-Mobile (Claro),55289925
Brazil-Mobile (Claro),55289927
Brazil-Mobile (Claro),55289929
Brazil-Mobile (Claro),55319810
Brazil-Mobile (Claro),5531982
Brazil-Mobile (Claro),5531983
Brazil-Mobile (Claro),5531984
Brazil-Mobile (Claro),5532984
Brazil-Mobile (Claro),5532985
Brazil-Mobile (Claro),5533984
Brazil-Mobile (Claro),5534984
Brazil-Mobile (Claro),5535984
Brazil-Mobile (Claro),5537984
Brazil-Mobile (Claro),5538984
Brazil-Mobile (Claro),554187
Brazil-Mobile (Claro),554188
Brazil-Mobile (Claro),5541890
Brazil-Mobile (Claro),554288
Brazil-Mobile (Claro),5543880
Brazil-Mobile (Claro),5543881
Brazil-Mobile (Claro),5543882
Brazil-Mobile (Claro),5543883
Brazil-Mobile (Claro),5543884
Brazil-Mobile (Claro),5543885
Brazil-Mobile (Claro),55438860
Brazil-Mobile (Claro),554488
Brazil-Mobile (Claro),554588
Brazil-Mobile (Claro),554688
Brazil-Mobile (Claro),554788
Brazil-Mobile (Claro),554789
Brazil-Mobile (Claro),554888
Brazil-Mobile (Claro),554988
Brazil-Mobile (Claro),554989
Brazil-Mobile (Claro),555189
Brazil-Mobile (Claro),555191
Brazil-Mobile (Claro),555192
Brazil-Mobile (Claro),555193
Brazil-Mobile (Claro),555194
Brazil-Mobile (Claro),555391
Brazil-Mobile (Claro),55539241
Brazil-Mobile (Claro),555491
Brazil-Mobile (Claro),555492
Brazil-Mobile (Claro),555591
Brazil-Mobile (Claro),555592
Brazil-Mobile (Claro),556191
Brazil-Mobile (Claro),556192
Brazil-Mobile (Claro),556193
Brazil-Mobile (Claro),556194
Brazil-Mobile (Claro),556195
Brazil-Mobile (Claro),556291
Brazil-Mobile (Claro),556292
Brazil-Mobile (Claro),556293
Brazil-Mobile (Claro),556294
Brazil-Mobile (Claro),556295
Brazil-Mobile (Claro),556391
Brazil-Mobile (Claro),556392
Brazil-Mobile (Claro),556492
Brazil-Mobile (Claro),556493
Brazil-Mobile (Claro),556592
Brazil-Mobile (Claro),556593
Brazil-Mobile (Claro),5566920
Brazil-Mobile (Claro),5566921
Brazil-Mobile (Claro),5566922
Brazil-Mobile (Claro),5566923
Brazil-Mobile (Claro),5566924
Brazil-Mobile (Claro),5566925
Brazil-Mobile (Claro),5566928
Brazil-Mobile (Claro),55669292
Brazil-Mobile (Claro),556791
Brazil-Mobile (Claro),556792
Brazil-Mobile (Claro),556793
Brazil-Mobile (Claro),5568920
Brazil-Mobile (Claro),5568921
Brazil-Mobile (Claro),5568922
Brazil-Mobile (Claro),5568923
Brazil-Mobile (Claro),5568924
Brazil-Mobile (Claro),5568928
Brazil-Mobile (Claro),55689292
Brazil-Mobile (Claro),556992
Brazil-Mobile (Claro),556993
Brazil-Mobile (Claro),5571981
Brazil-Mobile (Claro),5571982
Brazil-Mobile (Claro),5571983
Brazil-Mobile (Claro),5571984
Brazil-Mobile (Claro),5573981
Brazil-Mobile (Claro),5573982
Brazil-Mobile (Claro),5574981
Brazil-Mobile (Claro),5575981
Brazil-Mobile (Claro),5575982
Brazil-Mobile (Claro),5575983
Brazil-Mobile (Claro),5577981
Brazil-Mobile (Claro),55799810
Brazil-Mobile (Claro),55799811
Brazil-Mobile (Claro),55799812
Brazil-Mobile (Claro),55799813
Brazil-Mobile (Claro),55799814
Brazil-Mobile (Claro),55799815
Brazil-Mobile (Claro),55799816
Brazil-Mobile (Claro),55799817
Brazil-Mobile (Claro),557998180
Brazil-Mobile (Claro),5581973
Brazil-Mobile (Claro),5581989
Brazil-Mobile (Claro),5581991
Brazil-Mobile (Claro),5581992
Brazil-Mobile (Claro),5581993
Brazil-Mobile (Claro),5581994
Brazil-Mobile (Claro),5582991
Brazil-Mobile (Claro),5582993
Brazil-Mobile (Claro),55829940
Brazil-Mobile (Claro),55829941
Brazil-Mobile (Claro),55829942
Brazil-Mobile (Claro),55829943
Brazil-Mobile (Claro),558299444
Brazil-Mobile (Claro),5583991
Brazil-Mobile (Claro),5583993
Brazil-Mobile (Claro),55839940
Brazil-Mobile (Claro),55839941
Brazil-Mobile (Claro),55839942
Brazil-Mobile (Claro),558399444
Brazil-Mobile (Claro),5584991
Brazil-Mobile (Claro),5584992
Brazil-Mobile (Claro),5584994
Brazil-Mobile (Claro),5585991
Brazil-Mobile (Claro),5585992
Brazil-Mobile (Claro),55859940
Brazil-Mobile (Claro),55859941
Brazil-Mobile (Claro),55859942
Brazil-Mobile (Claro),558599444
Brazil-Mobile (Claro),5586994
Brazil-Mobile (Claro),5586995
Brazil-Mobile (Claro),5587991
Brazil-Mobile (Claro),55879920
Brazil-Mobile (Claro),558799243
Brazil-Mobile (Claro),558799253
Brazil-Mobile (Claro),5588992
Brazil-Mobile (Claro),5588993
Brazil-Mobile (Claro),5588994
Brazil-Mobile (Claro),5589994
Brazil-Mobile (Claro),5591984
Brazil-Mobile (Claro),5591985
Brazil-Mobile (Claro),5592984
Brazil-Mobile (Claro),5593984
Brazil-Mobile (Claro),5594984
Brazil-Mobile (Claro),5595984
Brazil-Mobile (Claro),5596984
Brazil-Mobile (Claro),5597984
Brazil-Mobile (Claro),5598984
Brazil-Mobile (Claro),5598985
Brazil-Mobile (Claro),5599984
Brazil-Rio De Janeiro,5521
Brazil-Sao Paulo,5511
British Virgin Islands,1284
British Virgin Islands-Mobile,1284441
British Virgin Islands-Mobile,1284442
British Virgin Islands-Mobile,1284443
British Virgin Islands-Mobile,1284444
British Virgin Islands-Mobile,1284445
British Virgin Islands-Mobile,1284446
British Virgin Islands-Mobile,12844496
British Virgin Islands-Mobile,1284468
British Virgin Islands-Mobile,1284496
British Virgin Islands-Mobile,1284499
British Virgin Islands-Mobile,1284540
British Virgin Islands-Mobile,1284541
British Virgin Islands-Mobile,1284542
British Virgin Islands-Mobile,1284543
British Virgin Islands-Mobile,1284544
Brunei,673
Brunei-Mobile,67322
Brunei-Mobile,6738
Bulgaria,359
Bulgaria-Mobile,35917
Bulgaria-Mobile,35949
Bulgaria-Mobile,35979
Bulgaria-Mobile,35987
Bulgaria-Mobile,35998
Bulgaria-Mobile,35999
Bulgaria-Mobile (Globul),35989
Bulgaria-Mobile (Mobicom),35948
Bulgaria-Mobile (Mobitel),35988
Bulgaria-Sofia,3592
Bulgaria-Sofia Network,35924
Bulgaria-Sofia Network,35928
Burkina Faso,226
Burkina Faso-Mobile (Airtel),22664
Burkina Faso-Mobile (Airtel),22665
Burkina Faso-Mobile (Airtel),22666
Burkina Faso-Mobile (Airtel),22667
Burkina Faso-Mobile (Airtel),22674
